 #,Target,Residues,Type,Domains,Residues indomain,Classification,PDB,,,,,,
117,T0847,174,Serveronly,T0847-D1: 8-176,169,TBM,4urj,,,,,,
118,T0848,354,Allgroups,T0848-D1: 34-171,138,TBM,4r4g,,,,,,
119,T0848,354,Allgroups,T0848-D2: 172-354,183,TBM-hard,4r4g,,,,,,
120,T0849,240,Serveronly,T0849-D1: 1-236,236,TBM,4w66,,,,,,
121,T0851,456,Serveronly,T0851-D1: 1-456,456,TBM,4wb1,,,,,,
122,T0852,414,Serveronly,T0852-D1: 20-253,234,TBM,4w9r,,,,,,
123,T0852,414,Serveronly,T0852-D2: 254-379,126,TBM,4w9r ,,,,,,
124,T0853,152,Allgroups,T0853-D1: 5-80,76,TBM,2mqb,,,,,,
125,T0853,152,Allgroups,T0853-D2: 81-152,72,TBM,2mqb,,,,,,
126,T0854,212,Serveronly,"T0854-D1: 9-23,94-210",132,TBM,4rn3,,,,,,
127,T0854,212,Serveronly,T0854-D2: 24-93,70,TBM,4rn3,,,,,,
128,T0855,119,Allgroups,T0855-D1: 5-119,115,FM,2mqd,,,,,,
129,T0856,159,Serveronly,T0856-D1: 1-159,159,TBM,4qt6,,,,,,
130,T0857,105,Serveronly,T0857-D1: 6-101,96,TBM,2mqc,,,,,,
131,T0858,494,Serveronly,T0858-D1: 36-493,458,TBM,5ngk,,,,,,
,,,,,,,,,,,,,
